ENROLLMENTPIDM,GENDER,FIRST_GEN,LOW_SES,LGBTQ,AGE,Age Group,ETHNICITYROLLUP,MIDEAST,API,HISPANIC,CREDITHOURS,CR/NC,FIRSTTIMEATWVC,FIRSTSEM,FINAID2223,ZIPCODE,SPRADDR_CITY,STVEGOL_DESC,STVMAJR_DESC,TOTAL_UNITS_ATT,TOTAL_UNITS_EARNED,SHRLGPA_GPA_HOURS,SHRLGPA_QUALITY_POINTS,STVSTYP_DESC,EDLEVEL,High School,HSCODE,GRAD_YEAR,RESIDENCY_TYPE
1306203,Female,N,N,N,24,20-24,Asian,N,Y,N,6.0-8.9,Credit,No,201670,No,95070,Saratoga,Associate & transfer to 4-yr,Kinesiology AAT,69.5,37.5,34,124,Continuing Student,Received High School Diploma,Fusion Academy - Los Gatos,614398,2016,In state Resident
1306484,Male,N,N,N,24,20-24,White,N,N,N,9.0-11.9,Credit,No,201670,No,94040,Mountain View,Associate & transfer to 4-yr,Business Admininstration,137.5,97,99,236,Continuing Student,,Muntain View High Schl,052075,2016,In state Resident
1306651,Male,N,Y,N,24,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201650,Yes,95123,San Jose,Associate & transfer to 4-yr,Administration of Justice,128.5,98.5,95,309,Continuing Student,,Santa Teresa High,053106,2016,In state Resident
1309147,Female,U,N,N,39,35-39,Asian,N,Y,N,0.1-2.9,Credit,No,201870,No,95050,Santa Clara,Associate & transfer to 4-yr,"English, AAT",42,36,36,129,Returning Student,Associate Degree,Foreign High School,8XXXXX,2001,In state Resident
1354372,Female,Y,Y,N,45,40-49,White,N,N,N,0.1-2.9,Credit,No,202070,No,95050,Santa Clara,Associate & transfer to 4-yr,Interior Design,10,10,10,40,Continuing Student,Bachelor Degree or higher,Cupertino High,433179,1995,In state Resident
1357683,Male,N,N,N,27,25-29,White,N,N,N,3.0-5.9,Credit,No,202130,No,95033,Los Gatos,Associate & transfer to 4-yr,"Ecology,Biodiversity&Conservtn",14,9,9,30,Continuing Student,Received High School Diploma,Los Gatos High,433437,2013,In state Resident
1372506,Male,Y,N,N,33,30-34,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95121,San Jose,Associate & transfer to 4-yr,"Court Reporting, NC",,,,,Returning Student,GED/HS Cert Equiv/Completion,Macsa Academica Calmecac,433060,2007,In state Resident
1388838,Female,U,Y,N,24,20-24,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95023,Hollister,Associate & transfer to 4-yr,Undeclared,87.5,68.5,62,201,First Time Student,Not graduate/not enrolled HS,Foreign High School,8XXXXX,,Foreign
1391412,Female,Y,Y,N,24,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201670,Yes,95111,San Jose,Associate & transfer to 4-yr,Political Science,54.5,15,24,48,Continuing Student,Received High School Diploma,Evergreen Valley High,053169,2016,In state Resident
1391962,Male,Y,Y,N,22,20-24,African American/African,N,N,N,12.0-14.9,Credit,No,202170,No,95051,Santa Clara,Associate & transfer to 4-yr,"Business Administration, AST",66,25,50,55,Continuing Student,Received High School Diploma,Adrian Wilcox High,433880,2018,In state Resident
1394742,Female,N,N,N,32,30-34,Asian,N,Y,N,9.0-11.9,Credit,No,201730,No,95129,San Jose,Associate & transfer to 4-yr,"Vocational Nursing, CERT",24.5,16,19,41.5,Continuing Student,Received High School Diploma,Cupertin High Schl,050718,,In state Resident
1394786,Female,Y,Y,Y,24,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95111,San Jose,Vocational certificate,"Fitness & Health, CA",,,,,Transfer Student,Received High School Diploma,Andrew P Hill High Schl,053077,2016,In state Resident
1395088,Female,N,N,N,24,20-24,White,N,N,N,3.0-5.9,Credit,No,202070,No,95037,Morgan Hill,Associate & transfer to 4-yr,Biological Science,16,16,16,64,Continuing Student,Bachelor Degree or higher,Live Oak High,433395,2016,In state Resident
1395853,Female,Y,Y,N,26,25-29,Hispanic,N,N,Y,6.0-8.9,Credit,Yes,,No,95050,Santa Clara,Associate & transfer to 4-yr,"LA: Social  Behavioral Sci, AA",74.5,56.5,56.5,206,Continuing Student,Received High School Diploma,Pineer High Schl,053096,2014,In state Resident
1397241,Female,N,N,N,40,40-49,Asian,N,Y,N,6.0-8.9,Credit,Yes,,No,95030,Los Gatos,Associate & transfer to 4-yr,Undeclared,,,,,Continuing Student,Bachelor Degree or higher,Foreign High School,9998HS,1999,In state Resident
1400999,Female,N,N,N,23,20-24,Asian,N,Y,N,3.0-5.9,Credit,No,201730,No,95129,San Jose,Educational development,Engineering,104,87,88,237.7,Continuing Student,Certificate of CA HS Profic.,Lynbrook High,433442,2017,In state Resident
1405764,Female,N,N,N,28,25-29,Hispanic,N,N,Y,12.0-14.9,Credit,Yes,,No,95037,Morgan Hill,Associate & transfer to 4-yr,Administration of Justice,,,,,Transfer Student,Received High School Diploma,Santa Clara High,052300,2011,In state Resident
1409715,Female,N,N,N,25,25-29,White,N,N,N,3.0-5.9,Credit,No,202230,No,95033,Los Gatos,Undeciced on goal,Computer Aided Drafting & Desn,1,1,1,4,Continuing Student,Bachelor Degree or higher,Ls Gats High Schl,051855,2014,In state Resident
1431849,Male,Y,Y,N,40,40-49,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,Yes,95139,San Jose,Associate & transfer to 4-yr,Business Administration,,,,,First Time Student,GED/HS Cert Equiv/Completion,Fthill Cntinuatin High Sch,053086,2000,In state Resident
1431963,Female,Y,N,N,33,30-34,Hispanic,N,N,Y,9.0-11.9,Credit,Yes,,No,95138,San Jose,Adv in career/update jobskills,"Child & Adolescent Dev, AA-T",,,,,Transfer Student,Received High School Diploma,Los Banos High,243420,2006,In state Resident
1434223,Male,N,Y,N,28,25-29,Filipino,N,Y,N,9.0-11.9,Credit,No,201770,Yes,95035,Milpitas,Associate & transfer to 4-yr,Apparel Production,101.5,66.5,78.5,186.5,Returning Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2011,In state Resident
1439616,Female,U,Y,N,25,25-29,Two or More,N,Y,N,3.0-5.9,Credit,No,201930,No,95133,San Jose,Associate & transfer to 4-yr,"Biological Sciences, AS",82.67,55.67,58.67,161.67,Continuing Student,Received High School Diploma,Foothill High,433231,2015,In state Resident
1450307,Male,Y,Y,N,35,35-39,Hispanic,N,N,Y,12.0-14.9,Credit,No,201930,Yes,95032,Los Gatos,,"Child & Adolescent Dev, AA-T",85.5,65.5,68,212,Continuing Student,Received High School Diploma,Branham High Schl,433086,2005,In state Resident
1450856,Male,N,N,N,22,20-24,White,N,N,N,6.0-8.9,Credit,No,201670,No,95119,San Jose,Associate & transfer to 4-yr,Art,32,26.5,26.5,100,Continuing Student,Received High School Diploma,Ocean Grove Charter,011000,2018,In state Resident
1452816,Male,N,N,N,30,30-34,White,N,N,N,6.0-8.9,Credit,No,201730,No,95120,San Jose,Associate & transfer to 4-yr,Accounting Clerk,49,46,46,148,Continuing Student,,Leland High Schl,053091,2010,In state Resident
1471820,Male,Y,N,N,26,25-29,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95122,San Jose,Associate & transfer to 4-yr,"Civil Track, AS",8,0,4,0,Returning Student,Received High School Diploma,William C. Overfelt High,433542,2015,In state Resident
1471911,Female,N,Y,Y,23,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201750,No,95070,saratoga,Associate & transfer to 4-yr,Liberal Arts,174,66,89,197,Continuing Student,,Foreign High School,9998HS,2017,In state Resident
1471962,Male,N,N,N,23,20-24,White,N,N,N,6.0-8.9,Credit,No,201750,No,95008,Campbell,Associate & transfer to 4-yr,Undeclared,99,67,63,188,Continuing Student,Received High School Diploma,Westmont High,433850,2017,In state Resident
1471993,Male,N,Y,N,22,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201750,No,95117,San Jose,Associate & transfer to 4-yr,Engineering,97,76,76,283,Continuing Student,Received High School Diploma,Prospect High,433613,2017,In state Resident
1472325,Male,N,N,N,23,20-24,White,N,N,N,3.0-5.9,Credit,No,201750,No,95014,Cupertino,Mtg 4-yr college req-4yr stud,Kinesiology AA,77,52,57,162,Returning Student,Associate Degree,Monta Vista High,433446,2017,Out of state Resident
1472376,Female,N,Y,N,22,20-24,White,N,N,N,9.0-11.9,Credit,No,201770,No,95032,Los Gatos,Associate & transfer to 4-yr,Early Childhood Education,71.5,50.5,53,131,Returning Student,Received High School Diploma,Westmont High,433850,2017,In state Resident
1472429,Female,Y,Y,N,22,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201750,Yes,95124,San Jose,Associate & transfer to 4-yr,Business Administration,52.5,28.5,39,71,Continuing Student,Received High School Diploma,Boynton High,433075,2017,AB540 Waiver
1472490,,N,Y,N,23,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201770,Yes,95112,San Jose,Associate & transfer to 4-yr,Sociology,104,66,61,153,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2017,In state Resident
1472751,Female,N,Y,N,23,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,201770,No,95030,Los Gatos,Associate & transfer to 4-yr,English,51.5,39.5,39,113,Continuing Student,Received High School Diploma,Los Gatos High,433437,2017,In state Resident
1472897,Female,N,N,N,23,20-24,Filipino,N,Y,N,6.0-8.9,Credit,No,201750,No,95070,SARATOGA,Associate & transfer to 4-yr,Liberal Arts,90,77,70,169,Continuing Student,,Westmont High,433850,2017,In state Resident
1473815,Female,Y,N,N,23,20-24,White,N,N,N,9.0-11.9,Credit,No,201770,No,95120,San Jose,Transfer to 4-year w/o Asso.,Public Health,98.5,30.5,65,78,Continuing Student,Received High School Diploma,Leland Plus (Continuation),433046,2017,In state Resident
1473846,Male,Y,Y,N,23,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201770,No,95008,Campbell,Associate & transfer to 4-yr,Engineering,69.5,53,50,125,Returning Student,Received High School Diploma,Prospect High,433613,2017,In state Resident
1473868,Female,N,N,N,23,20-24,Hispanic,N,Y,Y,3.0-5.9,Credit,No,201770,No,95132,San Jose,Associate & transfer to 4-yr,Kinesiology AAT,139,95,92,276,Continuing Student,Received High School Diploma,Piedmnt Hills High Schl,051976,2017,In state Resident
1474015,Male,N,N,N,22,20-24,White,N,N,N,12.0-14.9,Credit,No,201770,No,95124,San Jose,Associate & transfer to 4-yr,Engineering,77,60,65,174,Continuing Student,Received High School Diploma,Leigh High,433023,2019,In state Resident
1474836,Female,N,Y,N,24,20-24,Hispanic,N,N,Y,0.1-2.9,Credit,No,201750,No,95127,San Jose,Mtg 4-yr college req-4yr stud,English,122,99,91.5,303,Continuing Student,Received High School Diploma,Leadership Public Schools - Ha,010867,2017,In state Resident
1475241,Male,Y,Y,N,23,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201750,No,95128,San Jose,Associate & transfer to 4-yr,Liberal Arts: Sci & Math,126.5,83.5,83,236,Continuing Student,Received High School Diploma,Del Mar High,433195,2007,AB540 Waiver
1475243,Male,N,N,N,24,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201750,No,95126,San Jose,Associate & transfer to 4-yr,Communications Studies,97,46,52,132,Continuing Student,Received High School Diploma,Bellarmine College Preparatory,694037,2016,In state Resident
1476154,Female,U,Y,N,23,20-24,White,N,N,N,6.0-8.9,Credit,No,201770,Yes,95032,Los Gatos,Associate & transfer to 4-yr,Early Childhood Education,38,38,38,137,Continuing Student,Received High School Diploma,Leigh High,433023,2017,In state Resident
1476325,Male,N,N,N,22,20-24,White,N,N,N,9.0-11.9,Credit,No,201750,No,95124,San Jose,2-yr associate degree,Computer Network Tech,116,62,75.5,158,Continuing Student,Received High School Diploma,Branham High Schl,433086,2017,In state Resident
1476628,Male,N,N,N,23,20-24,White,N,N,N,12.0-14.9,Credit,No,201930,No,95124,San Jose,Associate & transfer to 4-yr,Engineering,104.5,47,63,149,Continuing Student,,Leigh High,433023,2017,In state Resident
1476711,Male,N,N,N,20,20-24,White,N,N,N,12.0-14.9,Credit,No,201850,No,95119,San Jose,Associate & transfer to 4-yr,Mathematics,67.5,67.5,67,213,Continuing Student,GED/HS Cert Equiv/Completion,Pioneer Family Academy,701431,,In state Resident
1476867,Female,N,N,N,21,20-24,Asian,N,Y,N,3.0-5.9,Credit,No,202110,No,95051,Santa Clara,Associate & transfer to 4-yr,"Computer Info. Systems, AS",115.5,91.5,97,281,Continuing Student,Received High School Diploma,Adrian Wilcox High,433880,,In state Resident
1477150,Female,Y,Y,N,23,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201770,No,95112,San Jose,Associate & transfer to 4-yr,"Early Childhood Education, AST",67.5,50,52,142,Continuing Student,Received High School Diploma,William C. Overfelt High,433542,2017,In state Resident
1477358,Female,U,Y,N,21,20-24,White,N,N,N,3.0-5.9,Credit,No,201750,No,95008,Campbell,Associate & transfer to 4-yr,Physics,122,117,115,428,Continuing Student,Received High School Diploma,Westmont High,433850,2018,In state Resident
1478295,Female,N,N,N,23,20-24,White,N,N,N,3.0-5.9,Credit,Yes,,No,94086,Sunnyvale,Mtg 4-yr college req-4yr stud,"Studio Arts, AAT",51,45,45,125,Continuing Student,Received High School Diploma,Adrian Wilcox High,433880,2017,In state Resident
1478546,Male,N,Y,N,22,20-24,Asian,N,Y,N,3.0-5.9,Credit,No,202250,No,95124,San Jose,Associate & transfer to 4-yr,"Court Reporting, NC",5,5,5,10,Transfer Student,Received High School Diploma,Leigh High,433023,2018,In state Resident
1478632,Male,N,N,N,21,20-24,White,Y,N,N,12.0-14.9,Credit,No,202130,No,95120,San Jose,Transfer to 4-year w/o Asso.,Economics,38,35,35,126,Continuing Student,Received High School Diploma,Leland High,433352,2019,In state Resident
1479290,Female,Y,N,N,32,30-34,Asian,N,Y,N,12.0-14.9,Credit,Yes,,No,95008,Campbell,Associate & transfer to 4-yr,"Child & Adolescent Dev, AA-T",11,11,11,39,Returning Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2008,In state Resident
1479539,Male,N,N,N,23,20-24,White,N,N,N,3.0-5.9,Credit,No,201770,No,95125,San Jose,Associate & transfer to 4-yr,Engineering,69.5,52.5,52,159,Continuing Student,Received High School Diploma,Willow Glen High,433895,2017,In state Resident
1479699,Male,N,Y,N,23,20-24,American Indian/Alaskan Native,N,N,N,9.0-11.9,Credit,No,201770,Yes,95118,San Jose,Associate & transfer to 4-yr,Business Admininstration,120.5,97.5,96,351.7,Continuing Student,Certificate of CA HS Profic.,,,,In state Resident
1480313,Female,Y,Y,N,22,20-24,White,N,N,N,3.0-5.9,Credit,No,201810,No,95138,San Jose,Associate & transfer to 4-yr,Anthropology,55.5,31.5,35,83,Continuing Student,Received High School Diploma,Oak Grove High,433520,2017,In state Resident
1480539,Male,Y,Y,N,24,20-24,White,N,N,N,6.0-8.9,Credit,No,201750,Yes,95123,San Jose,Associate & transfer to 4-yr,Geology,91.5,40.5,52,125,Returning Student,GED/HS Cert Equiv/Completion,Santa Teresa High,433002,2017,In state Resident
1483278,Female,Y,N,N,31,30-34,Hispanic,N,N,Y,12.0-14.9,Credit,No,202030,No,95120,San Jose,Associate & transfer to 4-yr,Business Admininstration,63.5,60.5,60,209,Continuing Student,Associate Degree,Foreign High School,8XXXXX,2008,Foreign
1484809,Female,N,Y,N,23,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,201810,Yes,95118,San Jose,Mtg 4-yr college req-4yr stud,Business Administration,83.5,74.5,74,195,Returning Student,Associate Degree,Pioneer High,433594,2017,In state Resident
1485090,Female,N,N,N,36,35-39,Asian,N,Y,N,3.0-5.9,Credit,No,202030,No,95124,San Jose,Associate & transfer to 4-yr,Geology,11,10,10,34,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2004,In state Resident
1485645,Female,N,N,N,23,20-24,White,N,N,N,3.0-5.9,Credit,No,201830,No,95126,San Jose,Associate & transfer to 4-yr,Psychology,69,48,52,134,Continuing Student,Received High School Diploma,Pioneer High,433594,2016,In state Resident
1486954,Male,N,Y,Y,23,20-24,Filipino,N,Y,N,3.0-5.9,Credit,No,202070,No,95127,San Jose,2-yr associate degree,"Human Biology, AS",93.5,72.5,75.5,204,Continuing Student,Received High School Diploma,Summit Public School: Tahoma,012379,2017,In state Resident
1487511,Female,N,N,N,46,40-49,Asian,N,Y,N,3.0-5.9,Credit,No,202170,No,95014,Cupertino,Associate & transfer to 4-yr,Public Health,13,13,13,52,Continuing Student,Bachelor Degree or higher,Othr CA High Sch - no CDS code,600050,1994,In state Resident
1487574,Female,Y,Y,N,22,20-24,Asian,N,Y,N,12.0-14.9,Credit,No,202170,Yes,95050,Santa Clara,Associate & transfer to 4-yr,Theatre Arts,45,31,38,90,Continuing Student,Received High School Diploma,Adrian Wilcox High,433880,2018,In state Resident
1488024,Female,N,N,N,35,35-39,White,N,N,N,9.0-11.9,Credit,No,201830,No,95117,San Jose,Associate & transfer to 4-yr,Apparel Design,18,18,15,57,Returning Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2004,In state Resident
1488036,Male,N,Y,N,21,20-24,Asian,N,Y,N,12.0-14.9,Credit,No,202050,No,95124,San Jose,Associate & transfer to 4-yr,"Film, TV, Elect. Media, AS-T",51,48,46,95.3,Continuing Student,Received High School Diploma,Leigh High,433023,2018,In state Resident
1488209,Male,N,N,N,22,20-24,White,N,N,N,9.0-11.9,Credit,No,201870,No,95008,Campbell,Associate & transfer to 4-yr,Business Admininstration,85,85,82,321,Continuing Student,Received High School Diploma,Westmont High,433850,2018,In state Resident
1488252,Female,N,N,N,21,20-24,Hispanic,N,Y,Y,6.0-8.9,Credit,No,201970,No,95124,San Jose,Associate & transfer to 4-yr,"Biology, AST",57.5,51.5,40,129,Continuing Student,Received High School Diploma,Leigh High,433023,,In state Resident
1488922,Female,N,N,N,22,20-24,White,N,N,N,3.0-5.9,Credit,No,201850,No,95120,San Jose,Associate & transfer to 4-yr,Psychology,55.5,44,36,108,Continuing Student,Received High School Diploma,Pioneer High,433594,2018,In state Resident
1489048,Female,N,N,N,22,20-24,White,N,N,N,12.0-14.9,Credit,No,201870,No,95123,San Jose,Associate & transfer to 4-yr,Psychology,61,55,58,183,Continuing Student,Received High School Diploma,Santa Teresa High,433002,2018,In state Resident
1489284,Female,N,Y,N,22,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,202130,Yes,95130,San Jose,2-yr associate degree,Architecture,108,87,79.67,267.478,Continuing Student,Received High School Diploma,Westmont High,433850,2018,AB540 Waiver
1489332,Female,Y,Y,N,21,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,201870,No,95128,San Jose,Associate & transfer to 4-yr,Public Health,118,99,95,339,Continuing Student,Received High School Diploma,Branham High Schl,433086,2018,In state Resident
1489343,Male,N,N,N,22,20-24,White,N,N,N,12.0-14.9,Credit,No,201850,No,95124,San Jose,Associate & transfer to 4-yr,Sociology,70.5,41.5,42,104,Continuing Student,Received High School Diploma,Leigh High,433023,2018,In state Resident
1489372,Male,Y,Y,N,22,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201850,No,95123,San Jose,Associate & transfer to 4-yr,Administration of Justice,70.5,54.5,59,178,Continuing Student,Received High School Diploma,Santa Teresa High,433002,2018,In state Resident
1489496,Male,N,N,N,22,20-24,Hispanic,N,N,Y,15+,Credit,No,201870,No,95117,San Jose,Associate & transfer to 4-yr,Biological Science,98.5,49.5,61.5,117,Continuing Student,Received High School Diploma,Westmont High,433850,2018,In state Resident
1489832,Male,Y,N,N,23,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201870,No,95124,San Jose,Associate & transfer to 4-yr,Marketing,70,48,53,122,Continuing Student,Received High School Diploma,Leigh High,433023,2018,In state Resident
1489892,Female,Y,N,N,22,20-24,White,N,N,N,15+,Credit,No,201870,No,95117,San Jose,Associate & transfer to 4-yr,Nutrition & Dietetics,102,65,65,174,Continuing Student,Received High School Diploma,Prospect High,433613,2018,In state Resident
1489896,,N,N,N,24,20-24,Asian,N,Y,N,6.0-8.9,Credit,No,201850,No,95030,Monte Sereno,Associate & transfer to 4-yr,Studio Arts,79.5,63,79.5,179.2,Continuing Student,Received High School Diploma,Fusion Academy - Los Gatos,614398,2016,In state Resident
1489944,Male,N,N,N,23,20-24,White,N,N,N,3.0-5.9,Credit,No,201850,No,95124,San Jose,Associate & transfer to 4-yr,Undeclared,65,45,50,163,Continuing Student,Received High School Diploma,Leigh High,433023,2018,In state Resident
1490074,Female,Y,Y,N,22,20-24,Hispanic,N,N,Y,15+,Credit,No,201870,No,95112,San Jose,Associate & transfer to 4-yr,Landscape Architecture,81,0,32,0,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2018,In state Resident
1490260,Male,N,Y,N,21,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201870,No,95126,San Jose,Associate & transfer to 4-yr,Business Admininstration,97.5,85.5,88,310,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2018,In state Resident
1491231,Male,N,N,N,23,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,201850,No,94086,Sunnyvale,Associate & transfer to 4-yr,Sociology,37,7,23,21,Continuing Student,Received High School Diploma,Homestead High,433331,2016,AB540 Waiver
